Text,Sentiment,clean_text,text_len_words,polarity,vader_score,sentiment
APA peeling some off here,1,apa peeling some off here,5,0.0,0.0,Neutral
user: user: AAP 360 is the target  If no growth maybe but it is +50B cash = bottom 410 if NO GOWTH (and a div!),1,user user aap 360 is the target if no growth maybe but it is 50b cash bottom 410 if no gowth and a div,24,0.0,-0.3818,Negative
NFX Breaking down the neckline w heavy selling volume accompanied by bearish technical indications  ,-1,nfx breaking down the neckline w heavy selling volume accompanied by bearish technical indications,14,-0.11851851851851854,0.0,Neutral
fonr shares are up 50% since equities research upgrade and up 200% since stockdiagnsotics upgrade,1,fonr shares are up 50 since equities research upgrade and up 200 since stockdiagnsotics upgrade,15,0.0,0.296,Positive
AAP approaching 420 low,-1,aap approaching 420 low,4,0.0,-0.2732,Negative
"INFN continuing to look strong, looking for a move to 7.15",1,infn continuing to look strong looking for a move to 715,11,0.4333333333333333,0.5106,Positive
NFX such a monster gap to fill not sure how anyone could fill comfortable sitting long here...,-1,nfx such a monster gap to fill not sure how anyone could fill comfortable sitting long here,17,0.025000000000000005,0.3265,Positive
MCP finally,1,mcp finally,2,0.0,0.0,Neutral
BAC Here we come 12.25....,1,bac here we come 1225,5,0.0,0.0,Neutral
GE has been lagging. 1 of my favorite longs. Above 24 I think it runs. DIA,1,ge has been lagging 1 of my favorite longs above 24 i think it runs dia,16,0.25,0.2263,Positive
INFN taking some off here,1,infn taking some off here,5,0.0,0.0,Neutral
"3 stocks owned by Paul Tudor Jones I'm watching for long entries PKI, MV, MGN h/t user",1,3 stocks owned by paul tudor jones im watching for long entries pki mv mgn ht user,17,-0.05,0.0,Neutral
"MCP taking some off here 6.50, looking for 6.75",1,mcp taking some off here 650 looking for 675,9,0.0,0.0,Neutral
user Market esearch Portfolio's ook at BA flying into the wind now~~ More to come!!!! BA,1,user market esearch portfolios ook at ba flying into the wind now more to come ba,16,0.5,0.0,Neutral
NFX looking to short on a weak bounce to green arrows then fade if we see momo turn South   ,-1,nfx looking to short on a weak bounce to green arrows then fade if we see momo turn south,19,-0.19166666666666665,-0.4404,Negative
"GPS big time move today, breakout out of upper BB. ST Pullback/Consolidation won't be surprising  ",1,gps big time move today breakout out of upper bb st pullbackconsolidation wont be surprising,15,0.2333333333333333,-0.2057,Negative
"SBX, slow and steady wins the race.  p > 20% since we covered the third place concept:  ",1,sbx slow and steady wins the race p 20 since we covered the third place concept,16,0.04166666666666665,0.5719,Positive
SK - 2 Stocks to Watch ight Now  SK FB,1,sk 2 stocks to watch ight now sk fb,9,0.0,0.0,Neutral
NFX short moved targets for reversal up - not in yet S1 and MA  ,-1,nfx short moved targets for reversal up not in yet s1 and ma,13,0.0,0.0,Neutral
BA sold 1/3 earlier off my post from the other evening. Starter in GMED. like the setup and the recent eps. Acts right and I will add,1,ba sold 13 earlier off my post from the other evening starter in gmed like the setup and the recent eps acts right and i will add,27,0.040178571428571425,0.3612,Positive
"OST m, my position hurt so bad today. butt, it just slide back to last wednesday. maintain 65.00 target.",1,ost m my position hurt so bad today butt it just slide back to last wednesday maintain 6500 target,19,-0.23333333333333328,-0.8356,Negative
AMZN nice intraday flag,1,amzn nice intraday flag,4,0.6,0.4215,Positive
user: AAP looks like 419-421 is bottom for this week nice to put that in the rear view mirror!,1,user aap looks like 419421 is bottom for this week nice to put that in the rear view mirror,19,0.6,0.6486,Positive
"DCTH nice flag, like it over 1.92",1,dcth nice flag like it over 192,7,0.6,0.6486,Positive
G movin.. but I wont scream victory! until it really pops above 2.55 or so...patience...,1,g movin but i wont scream victory until it really pops above 255 or sopatience,15,0.1,0.438,Positive
JDS watch it for a possible short.,-1,jds watch it for a possible short,7,0.0,0.0,Neutral
"TIP is getting trippy, boss.",1,tip is getting trippy boss,5,0.0,0.0,Neutral
"PETM possible leg down now, looking to cover some 61.75",-1,petm possible leg down now looking to cover some 6175,10,-0.07777777777777779,0.0,Neutral
AAP now we need a strong scared 1M+ buyer,1,aap now we need a strong scared 1m buyer,9,0.4333333333333333,0.1027,Neutral
"PETM short hit my 2nd tgt, took more off, final tgt 61.45-61.5",-1,petm short hit my 2nd tgt took more off final tgt 6145615,12,0.125,0.0,Neutral
isten if NP crosses 136.82 it will go.,1,isten if np crosses 13682 it will go,8,0.0,0.34,Positive
BAC Next Breakout Based on Tech Analysis should be Around 1.00pm Not Before!,1,bac next breakout based on tech analysis should be around 100pm not before,13,0.0,0.0,Neutral
I am long a little PAYX waiting for a breakout. Earnings March 25.   ,1,i am long a little payx waiting for a breakout earnings march 25,13,-0.11875,0.0,Neutral
BAC Here comes another push higher! JPM calls being bought today too? BAC more bang for the Buck!,1,bac here comes another push higher jpm calls being bought today too bac more bang for the buck,18,0.375,0.0,Neutral
"AAP it is funny listen to you ppl who play one side of the mrkt and expect to make , when you play against ppl who make  both ways",1,aap it is funny listen to you ppl who play one side of the mrkt and expect to make when you play against ppl who make both ways,28,0.25,0.7717,Positive
AAP still holding puts. Will test 420 again.,-1,aap still holding puts will test 420 again,8,0.0,0.0,Neutral
"Admittedly more a commentary on digital media than just Yahoo, but here why YHOO is set to crash and burn from here.  ",-1,admittedly more a commentary on digital media than just yahoo but here why yhoo is set to crash and burn from here,22,0.25,-0.5499,Negative
AAP trying to bounce here,1,aap trying to bounce here,5,0.0,0.0,Neutral
BAC Oupss !!!Sooner than expected.. that's what's alerts are for...,1,bac oupss sooner than expected thats whats alerts are for,10,-0.1,0.0,Neutral
"AAP looking to take some off around 429, should retest 430 on this move",1,aap looking to take some off around 429 should retest 430 on this move,14,0.0,0.0,Neutral
DAA on launch pad over 1.11,1,daa on launch pad over 111,6,0.0,0.0,Neutral
EBAY SHOT 53.12,-1,ebay shot 5312,3,0.0,0.0,Neutral
VXY VIX is Done till Jobs eport - Try CAS on FAS BAC GS C XIV,-1,vxy vix is done till jobs eport try cas on fas bac gs c xiv,15,0.0,0.0,Neutral
user:  ask if you can SE MAY 2013 515 CA for 3. If AAP goes above 515 you get 515 +3 per share if not you keep the 3!,1,user ask if you can se may 2013 515 ca for 3 if aap goes above 515 you get 515 3 per share if not you keep the 3,29,0.0,0.296,Positive
user: AAP breakout is imminent.  Although trading on pathetic vol now.. no -sellers -GOOD,1,user aap breakout is imminent although trading on pathetic vol now no sellers good,14,-0.15000000000000002,-0.4588,Negative
Can someone wake me when NKE gets to 65?  Thanks.,1,can someone wake me when nke gets to 65 thanks,10,0.2,0.4404,Positive
SHD added to short position on uptick!   ,-1,shd added to short position on uptick,7,0.0,0.0,Neutral
STO VS AP 50 puts for 1.40.,1,sto vs ap 50 puts for 140,7,0.0,0.0,Neutral
  FDX double toppoing  BEAISH MONTHY GATEY pattern....time to exit ..,-1,fdx double toppoing beaish monthy gatey patterntime to exit,9,0.0,0.0,Neutral
 PCN doulble top at key fib retracement weekly....time to exit ...,-1,pcn doulble top at key fib retracement weeklytime to exit,10,0.25,0.2023,Positive
COX possible breakout play   ,1,cox possible breakout play,4,0.0,0.34,Positive
  The rodeo clown sent BK screaming into the SI weekly red zone...time to peel away before it turns...,-1,the rodeo clown sent bk screaming into the si weekly red zonetime to peel away before it turns,18,0.0,-0.3818,Negative
ONG DAA  1.12 1/2 position.,1,ong daa 112 12 position,5,0.0,0.0,Neutral
user: ETFC nice movement  ,1,user etfc nice movement,4,0.6,0.4215,Positive
"KWK this one is heavily oversold here, think with the other players rallying massively this one is due for a big pop.  P XCO ECA NG",1,kwk this one is heavily oversold here think with the other players rallying massively this one is due for a big pop p xco eca ng,26,-0.09,0.0,Neutral
"Shorting COG against XCO SD...  COG so far above the 50dma, think it pulls back to the 50dma here, way too overextended imho",-1,shorting cog against xco sd cog so far above the 50dma think it pulls back to the 50dma here way too overextended imho,23,0.03333333333333333,0.0,Neutral
AMTD nice breakout ...This was a stock I alerted to my subscribers last night   ,1,amtd nice breakout this was a stock i alerted to my subscribers last night,14,0.3,0.4215,Positive
" Why is FDX important, gave the MAKET OPEATOS, cover, give the DOW THEOISTS their story, while we sell out...gonna be one helluva fak",-1,why is fdx important gave the maket opeatos cover give the dow theoists their story while we sell outgonna be one helluva fak,23,0.4,0.2023,Positive
user: user: AAP as long as TC  silent this goes down TC is waiting for another check so he can load up user ;),1,user user aap as long as tc silent this goes down tc is waiting for another check so he can load up user,23,-0.06851851851851853,0.0,Neutral
SHD  Sears looks good on break out this morning. SHD  ,1,shd sears looks good on break out this morning shd,10,0.7,0.4404,Positive
AAP does nobody watch volume? today: buys=high volume sells= low volume,1,aap does nobody watch volume today buyshigh volume sells low volume,11,0.0,-0.2732,Negative
"user: AAP Divi announce came on third Monday of March 2012, the 19th. Will it come on March 18th this year?  ",1,user aap divi announce came on third monday of march 2012 the 19th will it come on march 18th this year,21,0.0,0.0,Neutral
"AAP a bull bought 2k Apr 425C for up 16.75 each, laying out nearly 3.3 million in premium.",1,aap a bull bought 2k apr 425c for up 1675 each laying out nearly 33 million in premium,18,0.1,0.0,Neutral
SK Whoa!  Somebody has some confidence in SK :) TO DA MOOOOONNNN!!!!,1,sk whoa somebody has some confidence in sk to da mooooonnnn,11,0.0,0.5106,Positive
COG rolling over here...  think it will lose most of this move today.,-1,cog rolling over here think it will lose most of this move today,13,0.5,-0.4019,Negative
"CTXS could rally to 95, my thesis here:  ",1,ctxs could rally to 95 my thesis here,8,0.0,0.0,Neutral
user: PCS broke through more daily candle resistance!,1,user pcs broke through more daily candle resistance,8,0.25,-0.4215,Negative
BAC Volume is Strong and Bullish Will be higher Today than Yesterday -- Already 141M !!!! ,1,bac volume is strong and bullish will be higher today than yesterday already 141m,14,0.3416666666666667,0.5106,Positive
HBAN breakout today  ,1,hban breakout today,3,0.0,0.0,Neutral
Don't know squat on SPT but P flack just sent unsolicited email asking for plug & his first graf touts 80% gain in shares.- ZICH on biz.,-1,dont know squat on spt but p flack just sent unsolicited email asking for plug his first graf touts 80 gain in shares zich on biz,26,0.25,0.8047,Positive
user - never buy on day 3 of more than 10% move. Good advice for the conservative.  XCO,1,user never buy on day 3 of more than 10 move good advice for the conservative xco,17,0.6,0.4404,Positive
MAKO Nice Cup and Handle pattern...Stock worth 20 IMO...  ,1,mako nice cup and handle patternstock worth 20 imo,9,0.44999999999999996,0.5719,Positive
"for the record, I do not like these highs in SPX, ES, NQ, IND. the air makes me nervous up here. seeing more SHOT pre-signals. ",-1,for the record i do not like these highs in spx es nq ind the air makes me nervous up here seeing more shot presignals,25,0.5,-0.4956,Negative
SFD here it comes.,-1,sfd here it comes,4,0.0,0.0,Neutral
SD one of the cheaper stocks in the entire complex.  If we get rid of the corrupt CEO I think this is easily a 9-10 stock. SO NG CHK,1,sd one of the cheaper stocks in the entire complex if we get rid of the corrupt ceo i think this is easily a 910 stock so ng chk,29,-0.09166666666666667,0.34,Positive
ASTX perfect follow through day...   ,1,astx perfect follow through day,5,1.0,0.5719,Positive
"ed Monthly Triangle on CSN,...Scaling P  ",1,ed monthly triangle on csnscaling p,6,0.0,0.0,Neutral
E: NG NG_F I think that if we have a hot summer we could easily see 5 plus NG.  ig count still down in the 400's  best plays XCO ECA,1,e ng ngf i think that if we have a hot summer we could easily see 5 plus ng ig count still down in the 400s best plays xco eca,30,0.3819444444444444,0.8225,Positive
Talking headsCNBC talking the GOOG~ AAP rotation suggest max target 840 unless strong move on AAP then it will be like a teetertotter,1,talking headscnbc talking the goog aap rotation suggest max target 840 unless strong move on aap then it will be like a teetertotter,23,0.4333333333333333,0.7003,Positive
BAC Tomorrow we fly right thru 12.50!,1,bac tomorrow we fly right thru 1250,7,0.5428571428571429,0.0,Neutral
user:  AAP still here? Do you you spend the whole day about Apple? yep that how I keep an eye on my Money! and take yours ;),1,user aap still here do you you spend the whole day about apple yep that how i keep an eye on my money and take yours,26,0.2,0.296,Positive
BAC gonna go BOOM!,1,bac gonna go boom,4,0.0,0.0,Neutral
"GMC clean break, on good volume, and closing near highs, nicely done  ",1,gmc clean break on good volume and closing near highs nicely done,12,0.44166666666666665,0.8176,Positive
AAP I can't remember another time I was so happy on a 10 move .. it has been so dark here,1,aap i cant remember another time i was so happy on a 10 move it has been so dark here,20,0.325,0.6948,Positive
AAP if any bulls bought next weeks 450's this morning 1 you are now +100% !!,1,aap if any bulls bought next weeks 450s this morning 1 you are now 100,15,0.0,0.0,Neutral
"ed Daily Triangle on JVA,...Open ong at 7.35",1,ed daily triangle on jvaopen ong at 735,8,0.0,0.0,Neutral
CSN shoing a real nice green vol bar  - we trade heavy tommorrow 1.15 then Monday 1.20+,1,csn shoing a real nice green vol bar we trade heavy tommorrow 115 then monday 120,16,0.16666666666666666,0.4215,Positive
"SK 100k block trade, I'm with that guy.",1,sk 100k block trade im with that guy,8,0.0,-0.4404,Negative
SK G SKHEADS,1,sk g skheads,3,0.0,0.0,Neutral
MTG closed at the low. still short from 5.70's,-1,mtg closed at the low still short from 570s,9,-0.03333333333333333,-0.2732,Negative
user: AAP always good to look at all timeframes.   I was looking  2-5-10 and they all said something different O plan around that,1,user aap always good to look at all timeframes i was looking 2510 and they all said something different o plan around that,23,0.35,0.4404,Positive
BAC Happy to have sell  1 cent of the HOD !!  Congrat to Me ! estaurant Tonight ! Happy for Every ong !,1,bac happy to have sell 1 cent of the hod congrat to me estaurant tonight happy for every ong,19,0.8,0.8126,Positive
AAP will find last break out here before heading lower.    ,-1,aap will find last break out here before heading lower,10,0.0,-0.296,Negative
"user: AAP music service is delayed? maybe buying P? waste of money, nothing proprietary it is just an App, no value IMHO",1,user aap music service is delayed maybe buying p waste of money nothing proprietary it is just an app no value imho,22,-0.2,-0.5423,Negative
Funny C has 8% cash and wants stock buyback but TC silent about AAP's 25% Cash,1,funny c has 8 cash and wants stock buyback but tc silent about aaps 25 cash,16,0.15,0.2382,Positive
"ed Weekly Triangle on JVA,....pdating  ",1,ed weekly triangle on jvapdating,5,0.0,0.0,Neutral
"user: user no, P lol Vapour~ware. one strong breeze and it is gone IMHO",1,user user no p lol vapourware one strong breeze and it is gone imho,14,0.016666666666666635,0.5994,Positive
"KWK Note the heavy volume here, levered play on NG & NG, basically a loaded call option, if they don't go under cld be a 10 stock",1,kwk note the heavy volume here levered play on ng ng basically a loaded call option if they dont go under cld be a 10 stock,26,-0.2,0.34,Positive
user:cash  AAP TC is hanging on to the cash overseas in case SA implodes or tries to take it as tax for all Obama's pipedreams,1,usercash aap tc is hanging on to the cash overseas in case sa implodes or tries to take it as tax for all obamas pipedreams,25,-0.1,0.0,Neutral
user:  < Opens door for AAP deal with China Mobile  Sad they are building 4G and not TE,1,user opens door for aap deal with china mobile sad they are building 4g and not te,17,-0.5,-0.4767,Negative
Tcamitrader yep! EOG  from  ,1,tcamitrader yep eog from,4,0.0,0.296,Positive
OI SO XOM CPE IG -How does the price of oil Venezuela without Chavez's new?  ,1,oi so xom cpe ig how does the price of oil venezuela without chavezs new,15,0.13636363636363635,0.0,Neutral
"user: nonstop bullish remarks on the way down, non stop bearish on the way up AAP Probably paper traders w/ real money O",1,user nonstop bullish remarks on the way down non stop bearish on the way up aap probably paper traders w real money o,23,0.022222222222222213,-0.296,Negative
GPS has the stores and loyalty to show growing sales!,1,gps has the stores and loyalty to show growing sales,10,0.0,0.6369,Positive
EVC traded some heavy volume today looking for the next move to 2.50 now,1,evc traded some heavy volume today looking for the next move to 250 now,14,-0.1,0.0,Neutral
COH reversed down from the 200-week sma with volume closing 40% above average. S line in new lows well ahead of price.,-1,coh reversed down from the 200week sma with volume closing 40 above average s line in new lows well ahead of price,22,-0.04229797979797981,0.0772,Neutral
DDD IMO The 3D Sector will pay off SH andT CIMT ONVO DASTY PCP SSYS ADSK and NANO TEC will be Next gen of AAP and GOOG stock,1,ddd imo the 3d sector will pay off sh andt cimt onvo dasty pcp ssys adsk and nano tec will be next gen of aap and goog stock,28,0.0,-0.1027,Neutral
AFFY - volume follow thru will send this right back over 4.00 can go to 5.00 tomorrow - will catch the full run - going to be fun,1,affy volume follow thru will send this right back over 400 can go to 500 tomorrow will catch the full run going to be fun,25,0.23392857142857143,0.5106,Positive
CHK Over 21.00  ,1,chk over 2100,3,0.0,0.0,Neutral
GEO Over 35.60 but it will need good volume   ,1,geo over 3560 but it will need good volume,9,0.7,0.5927,Positive
DN  Watch for rebound - maybe by line  ,1,dn watch for rebound maybe by line,7,0.0,0.0,Neutral
SKX Over 22.50 - about   ,1,skx over 2250 about,4,0.0,0.0,Neutral
CSPI buying in new nano cap folio.,1,cspi buying in new nano cap folio,7,0.13636363636363635,0.0,Neutral
CWBC  buying in new nano cap folio.,1,cwbc buying in new nano cap folio,7,0.13636363636363635,0.0,Neutral
SCTY day trading 16.49 with tight stops easing the TAN PW to clients and creating energy off homes IMO 10 years they will rival DK,1,scty day trading 1649 with tight stops easing the tan pw to clients and creating energy off homes imo 10 years they will rival dk,25,-0.17857142857142858,0.5719,Positive
EVI buying in new nano cap folio.,1,evi buying in new nano cap folio,7,0.13636363636363635,0.0,Neutral
GEVO broke out of its 50-day SMA and surged considerably higher amidst impressive buying pressure  ,1,gevo broke out of its 50day sma and surged considerably higher amidst impressive buying pressure,15,0.625,-0.1119,Neutral
"Schmucks think if you're bearish a stock, you MST be short it (& vice versa). Pros do their deep research & study history. zagg",-1,schmucks think if youre bearish a stock you mst be short it vice versa pros do their deep research study history zagg,22,0.0,0.0,Neutral
NVDA Third Avenue purchased 2.15 million shares of NVIDIA giving the holding a 1.15% weighting in their portfolio.  ,1,nvda third avenue purchased 215 million shares of nvidia giving the holding a 115 weighting in their portfolio,18,0.0,0.5574,Positive
SK the long awaited short squeeze will not happen today!,-1,sk the long awaited short squeeze will not happen today,10,-0.025,-0.0258,Neutral
Why These 4 Biotechs Could Be Next In ine To See Their Share Prices ise  AMBS.OB CHTP MACK PPHM,1,why these 4 biotechs could be next in ine to see their share prices ise ambsob chtp mack pphm,19,0.0,0.296,Positive
"All you Bears, don't forget that AAP is trading for 290/ Share (net Cash) and pays a 2.5% Div, Contrarian bets can work, So trade strong",1,all you bears dont forget that aap is trading for 290 share net cash and pays a 25 div contrarian bets can work so trade strong,26,0.21666666666666665,0.7539,Positive
"user:  AAP do you think your pep talk can influence the market? I am not the one who lost 51k, but your insight is insightful thx",1,user aap do you think your pep talk can influence the market i am not the one who lost 51k but your insight is insightful thx,26,0.0,0.3818,Positive
BAC 13 is a coming!,1,bac 13 is a coming,5,0.0,0.0,Neutral
AXTI eleased news. Watching if this can go into 3s today  ,1,axti eleased news watching if this can go into 3s today,11,0.0,0.0,Neutral
NVDA ets see if it breaks over 13. Medium set-up on watch.Volume needed; ADX starting to point up  ,1,nvda ets see if it breaks over 13 medium setup on watchvolume needed adx starting to point up,18,0.0,0.0,Neutral
"NVDA From VW to olls-oyce, New Cars at Geneva Auto Show Feature a Full Tank of NVIDIA  ",1,nvda from vw to ollsoyce new cars at geneva auto show feature a full tank of nvidia,17,0.24318181818181817,0.0,Neutral
BAC oad this mini Pullback!,1,bac oad this mini pullback,5,0.0,0.0,Neutral
MAKO this could get going today...  ,1,mako this could get going today,6,0.0,0.0,Neutral
"MTG looking for a move to 5.20ish, low stop",1,mtg looking for a move to 520ish low stop,9,0.0,-0.5106,Negative
"BAC gap Filled, back up we go!",1,bac gap filled back up we go,7,0.2,0.0,Neutral
"BVSN good start, like it over 9.5",1,bvsn good start like it over 95,7,0.7,0.6597,Positive
Today's Watchlist for ONG Stocks: MDP; AVAV; AT; KA; BS,1,todays watchlist for ong stocks mdp avav at ka bs,10,0.0,0.0,Neutral
22.50 held as resistance for PI,-1,2250 held as resistance for pi,6,0.0,0.0,Neutral
"Short GOOG 830, hedge of ong pos",-1,short goog 830 hedge of ong pos,7,0.0,0.0,Neutral
BAC oad oad oad the Boat!,1,bac oad oad oad the boat,6,0.0,0.0,Neutral
would like to see some long red candles on aapl 2day.  still think it takes out 420 very soon.,-1,would like to see some long red candles on aapl 2day still think it takes out 420 very soon,19,0.05000000000000001,0.3612,Positive
AAP HGE Volume (compared to recently) One big Bull coming back will take through the resistance,1,aap hge volume compared to recently one big bull coming back will take through the resistance,16,0.0,0.0,Neutral
i think we'll see aapl at sub 430s by the end of the day.  not saying it pins 430 but i think it revisits it for sure.,-1,i think well see aapl at sub 430s by the end of the day not saying it pins 430 but i think it revisits it for sure,27,0.5,0.5423,Positive
CDX taking some off,1,cdx taking some off,4,0.0,0.0,Neutral
Security software stock FIE is almost back to its all-time highs after a 30% pullback. FTNT from the same group is also setting up,1,security software stock fie is almost back to its alltime highs after a 30 pullback ftnt from the same group is also setting up,24,0.0,0.34,Positive
SHOT P  13.95.,-1,shot p 1395,3,0.0,0.0,Neutral
AAP a classic move to 435 testing on no cause. Webinar followers I've added to short position  ,-1,aap a classic move to 435 testing on no cause webinar followers ive added to short position,17,0.08333333333333333,-0.296,Negative
"11.59 is next fib level in P, but if we can get a dollar roll, I will be happy.",-1,1159 is next fib level in p but if we can get a dollar roll i will be happy,19,0.4,0.7227,Positive
user fonr is a strong buy based on my fundamental work,1,user fonr is a strong buy based on my fundamental work,11,0.4333333333333333,0.5106,Positive
AAP 435 retest and now probably 420,-1,aap 435 retest and now probably 420,7,0.0,0.0,Neutral
user: BAC - ooking to get in... Which price I should buy? Wait till we head to 12.15 on volume it will be god IMO.,1,user bac ooking to get in which price i should buy wait till we head to 1215 on volume it will be god imo,24,0.0,0.2732,Positive
BAC We can see another rally to 12.40 till 2pm but after --> Opex Power  will come.  Next Week Dividends + Buyback.,1,bac we can see another rally to 1240 till 2pm but after opex power will come next week dividends buyback,20,0.0,0.0,Neutral
MNKD squeezy,1,mnkd squeezy,2,0.0,0.0,Neutral
Zillow has almost doubled this year....so if you are raising money for charity might be smart to hit up user :)  Z,1,zillow has almost doubled this yearso if you are raising money for charity might be smart to hit up user z,21,0.21428571428571427,0.6705,Positive
Cover 1/2 P here  12.62 and set last 1/2 stop to 14.,-1,cover 12 p here 1262 and set last 12 stop to 14,12,0.0,-0.296,Negative
"Yesterday's 2-day long play SFD is now up 11%, but can be held for an extended play if it holds 25.15",1,yesterdays 2day long play sfd is now up 11 but can be held for an extended play if it holds 2515,21,-0.05,0.5859,Positive
CIEN for a short under 17.11,-1,cien for a short under 1711,6,0.0,0.0,Neutral
"HM wants higher, looks good on multiple timeframes, but not a fast mover",1,hm wants higher looks good on multiple timeframes but not a fast mover,13,0.20999999999999996,0.2382,Positive
notable S this morning user: INVN ikely in new iphone 5s  ,1,notable s this morning user invn ikely in new iphone 5s,11,0.3181818181818182,0.0,Neutral
"PCN mini bear flag intraday, staying with the short as long as it stays under 718",-1,pcn mini bear flag intraday staying with the short as long as it stays under 718,16,-0.025,0.0,Neutral
"ed Monthly Triangle on CSN,....starting closing for profit",-1,ed monthly triangle on csnstarting closing for profit,8,0.0,0.4404,Positive
AAP looks like everyone has gone home vol<100k,1,aap looks like everyone has gone home vol100k,8,0.0,0.3612,Positive
TSA having a quiet day after early session dip:  ,1,tsa having a quiet day after early session dip,9,0.05,0.0,Neutral
"NKD 3 down days in last 4, going to wear off the overbought while giving back nothing, amazing  ",1,nkd 3 down days in last 4 going to wear off the overbought while giving back nothing amazing,18,0.11111111111111113,-0.171,Neutral
NE not bad at all.,1,ne not bad at all,5,0.3499999999999999,0.431,Positive
FIO is going to break P the down channel. Could run hardly. If you are out better monitor that possible break,1,fio is going to break p the down channel could run hardly if you are out better monitor that possible break,21,0.013194444444444425,0.4404,Positive
CMG bounced off the 10 SMA.   ,1,cmg bounced off the 10 sma,6,0.0,0.0,Neutral
"CTGX this is what what I mean by a 'high, tight' consolidation following high-volume run, v bullish  ",1,ctgx this is what what i mean by a high tight consolidation following highvolume run v bullish,17,-0.08276785714285714,0.0,Neutral
PO upside volume tailed off a little and some divergence intraday so may pause again around here  ,1,po upside volume tailed off a little and some divergence intraday so may pause again around here,17,-0.1875,-0.5574,Negative
V still frustrating me but given its history I will be extraordinarily patient with a winner  ,1,v still frustrating me but given its history i will be extraordinarily patient with a winner,16,-0.033333333333333354,0.6428,Positive
HTZ some divergence creeping in intraday (not shown) so may tap on brakes here but long-term solid  ,1,htz some divergence creeping in intraday not shown so may tap on brakes here but longterm solid,17,0.0,0.2263,Positive
"ASGN made clear at outset where invalidation was and resolve got tested immediately, now in black  ",1,asgn made clear at outset where invalidation was and resolve got tested immediately now in black,16,-0.03333333333333332,0.6369,Positive
"GMX took some off 3.75, 3.90 next tgt",1,gmx took some off 375 390 next tgt,8,0.0,0.0,Neutral
user: AAP having a lot of 'drip' ticks today.  A long tail signals support.,1,user aap having a lot of drip ticks today a long tail signals support,14,-0.05,0.4019,Positive
user: AAP looks ready to move soon everyone is playing the euro close.. 20 minutes then they will bring the cash..,1,user aap looks ready to move soon everyone is playing the euro close 20 minutes then they will bring the cash,21,0.2,0.5106,Positive
AF short (AP 52.50 puts) working on the highs this AM :) Stochastic crossover  ,-1,af short ap 5250 puts working on the highs this am stochastic crossover,13,0.0,0.0,Neutral
JCOM easy look at last 3 years annual income data:  ,1,jcom easy look at last 3 years annual income data,10,0.21666666666666667,0.4404,Positive
"BAC there goes JPM, BAC will Follow!",1,bac there goes jpm bac will follow,7,0.0,0.0,Neutral
GMX taking more off here 3.89,1,gmx taking more off here 389,6,0.5,0.0,Neutral
"SII all out, think I'm done for a while, see ya at 2.90 or so",-1,sii all out think im done for a while see ya at 290 or so,15,0.0,0.0,Neutral
CIEN going short in .05 cents.,-1,cien going short in 05 cents,6,0.0,0.0,Neutral
user Tell that to BID AAP APO NEM CF and more.,-1,user tell that to bid aap apo nem cf and more,11,0.5,0.0,Neutral
"ed Monthly Triangle on CSN,....Net Profit  70,825.00 (6.42%)  ",-1,ed monthly triangle on csnnet profit 7082500 642,8,0.0,0.4404,Positive
GMX close to the fence.,-1,gmx close to the fence,5,0.0,0.0,Neutral
"user: BAC Covered all my shorts right here>>Was a good move, maybe next week After Dividend Will Short !",1,user bac covered all my shorts right herewas a good move maybe next week after dividend will short,18,0.2464285714285714,0.4404,Positive
user FIE has had a great run since BO. Suggestions for trailing stop? Targets?,1,user fie has had a great run since bo suggestions for trailing stop targets,14,0.8,0.4404,Positive
"QEP, volitality expansion just getting started. onger consolidation=larger move higher over time NG SO",1,qep volitality expansion just getting started onger consolidationlarger move higher over time ng so,14,0.25,0.0,Neutral
not normal - it looks like a set up for major one way or another - G AAP,1,not normal it looks like a set up for major one way or another g aap,16,-0.006249999999999999,0.3612,Positive
"user: user u call it rare, i call it unlikely ;-) only for AAP, happens with 90% of all stocks",1,user user u call it rare i call it unlikely only for aap happens with 90 of all stocks,19,-0.06666666666666667,0.0,Neutral
user How about those gains and volume surge in this little guy EDS,1,user how about those gains and volume surge in this little guy eds,13,-0.1875,0.34,Positive
Swing Trade Quick Pick: Alexion Pharmaceuticals AXN   ,-1,swing trade quick pick alexion pharmaceuticals axn,7,0.3333333333333333,0.0,Neutral
"BVSN on the fence, if it goes under, it will be a nice short. with a 1 dollar roll possibility. Target 9.30.",-1,bvsn on the fence if it goes under it will be a nice short with a 1 dollar roll possibility target 930,22,0.3,0.4215,Positive
BVSN cracking in my book.,-1,bvsn cracking in my book,5,0.0,0.0,Neutral
AFFY 30 minute shift - Still long partials from yesterday 2.90 level,1,affy 30 minute shift still long partials from yesterday 290 level,11,-0.05,0.0,Neutral
"CAT looks to be bottoming, but it also has not moved much off its lows with recent strength. If it breaks 89 to downside, its good short",-1,cat looks to be bottoming but it also has not moved much off its lows with recent strength if it breaks 89 to downside its good short,27,0.22499999999999998,0.6652,Positive
GOOG looks heavy but volume is drying. eal selling pressure comes with above average volume.,-1,goog looks heavy but volume is drying eal selling pressure comes with above average volume,15,-0.11666666666666665,-0.4215,Negative
